,org:resource,lifecycle:transition,concept:name,time:timestamp,REG_DATE,case:concept:name,Request loan amount,Case length in calendar days,activity_count,average_cancellation,average_resource,bounded_existence_O_ACCEPTED,four_eye_principle_O_CREATED_O_ACCEPTED
194342,11002.0,COMPLETE,Loan requested,2012-01-24 11:22:10,2012-01-24 08:55:22.424000+01:00,203468,7000,13.0,5,0,3,0,0
194344,11002.0,COMPLETE,Create loan offer,2012-01-24 11:22:12,2012-01-24 08:55:22.424000+01:00,203468,7000,13.0,5,0,3,0,0
194345,11002.0,COMPLETE,Sent loan offer to client,2012-01-24 11:22:12,2012-01-24 08:55:22.424000+01:00,203468,7000,13.0,5,0,3,0,0
194355,11259.0,COMPLETE,Receive documents from client,2012-02-01 16:40:35,2012-01-24 08:55:22.424000+01:00,203468,7000,13.0,5,0,3,0,0
194359,10629.0,COMPLETE,Approve loan request,2012-02-06 16:28:15,2012-01-24 08:55:22.424000+01:00,203468,7000,13.0,5,0,3,0,0
194371,10629.0,COMPLETE,Loan requested,2012-01-24 09:11:43,2012-01-24 09:01:45.974000+01:00,203471,19500,0.0,5,0,1,0,1
194372,10629.0,COMPLETE,Create loan offer,2012-01-24 09:12:35,2012-01-24 09:01:45.974000+01:00,203471,19500,0.0,5,0,1,0,1
194373,10629.0,COMPLETE,Sent loan offer to client,2012-01-24 09:12:35,2012-01-24 09:01:45.974000+01:00,203471,19500,0.0,5,0,1,0,1
194377,10629.0,COMPLETE,Receive documents from client,2012-01-24 09:24:27,2012-01-24 09:01:45.974000+01:00,203471,19500,0.0,5,0,1,0,1
194381,10629.0,COMPLETE,Approve loan request,2012-01-24 09:29:37,2012-01-24 09:01:45.974000+01:00,203471,19500,0.0,5,0,1,0,1
194436,11002.0,COMPLETE,Loan requested,2012-01-24 09:26:00,2012-01-24 09:15:07.180000+01:00,203477,15000,14.0,5,0,3,0,0
194437,11002.0,COMPLETE,Create loan offer,2012-01-24 09:26:01,2012-01-24 09:15:07.180000+01:00,203477,15000,14.0,5,0,3,0,0
194438,11002.0,COMPLETE,Sent loan offer to client,2012-01-24 09:26:01,2012-01-24 09:15:07.180000+01:00,203477,15000,14.0,5,0,3,0,0
194446,11049.0,COMPLETE,Receive documents from client,2012-01-31 12:31:30,2012-01-24 09:15:07.180000+01:00,203477,15000,14.0,5,0,3,0,0
194472,11289.0,COMPLETE,Approve loan request,2012-02-07 09:59:05,2012-01-24 09:15:07.180000+01:00,203477,15000,14.0,5,0,3,0,0
194572,11119.0,COMPLETE,Loan requested,2012-01-24 20:39:37,2012-01-24 09:50:40.058000+01:00,203492,15000,23.0,9,1,4,0,0
194573,11119.0,COMPLETE,Create loan offer,2012-01-24 20:39:38,2012-01-24 09:50:40.058000+01:00,203492,15000,23.0,9,1,4,0,0
194574,11119.0,COMPLETE,Sent loan offer to client,2012-01-24 20:39:38,2012-01-24 09:50:40.058000+01:00,203492,15000,23.0,9,1,4,0,0
194578,11169.0,COMPLETE,Cancel loan request,2012-01-31 10:28:42,2012-01-24 09:50:40.058000+01:00,203492,15000,23.0,9,1,4,0,0
194579,11169.0,COMPLETE,Loan requested,2012-01-31 10:28:42,2012-01-24 09:50:40.058000+01:00,203492,15000,23.0,9,1,4,0,0
194580,11169.0,COMPLETE,Create loan offer,2012-01-31 10:28:45,2012-01-24 09:50:40.058000+01:00,203492,15000,23.0,9,1,4,0,0
194581,11169.0,COMPLETE,Sent loan offer to client,2012-01-31 10:28:45,2012-01-24 09:50:40.058000+01:00,203492,15000,23.0,9,1,4,0,0
194589,11049.0,COMPLETE,Receive documents from client,2012-02-13 11:36:53,2012-01-24 09:50:40.058000+01:00,203492,15000,23.0,9,1,4,0,0
194615,10809.0,COMPLETE,Approve loan request,2012-02-17 09:15:50,2012-01-24 09:50:40.058000+01:00,203492,15000,23.0,9,1,4,0,0
194632,10910.0,COMPLETE,Loan requested,2012-01-24 20:46:53,2012-01-24 09:56:17.400000+01:00,203495,12000,13.0,5,0,3,0,0
194633,10910.0,COMPLETE,Create loan offer,2012-01-24 20:46:55,2012-01-24 09:56:17.400000+01:00,203495,12000,13.0,5,0,3,0,0
194634,10910.0,COMPLETE,Sent loan offer to client,2012-01-24 20:46:55,2012-01-24 09:56:17.400000+01:00,203495,12000,13.0,5,0,3,0,0
194642,10899.0,COMPLETE,Receive documents from client,2012-02-01 13:58:00,2012-01-24 09:56:17.400000+01:00,203495,12000,13.0,5,0,3,0,0
194648,10972.0,COMPLETE,Approve loan request,2012-02-07 16:08:27,2012-01-24 09:56:17.400000+01:00,203495,12000,13.0,5,0,3,0,0
194665,10609.0,COMPLETE,Loan requested,2012-01-24 10:39:06,2012-01-24 10:34:14.941000+01:00,203501,6000,7.0,10,1,3,0,0
194667,10609.0,COMPLETE,Create loan offer,2012-01-24 10:39:07,2012-01-24 10:34:14.941000+01:00,203501,6000,7.0,10,1,3,0,0
194668,10609.0,COMPLETE,Sent loan offer to client,2012-01-24 10:39:07,2012-01-24 10:34:14.941000+01:00,203501,6000,7.0,10,1,3,0,0
194672,10609.0,COMPLETE,Receive documents from client,2012-01-24 10:43:40,2012-01-24 10:34:14.941000+01:00,203501,6000,7.0,10,1,3,0,0
194683,11002.0,COMPLETE,Loan requested,2012-01-26 19:41:34,2012-01-24 10:34:14.941000+01:00,203501,6000,7.0,10,1,3,0,0
194684,11002.0,COMPLETE,Cancel loan request,2012-01-26 19:41:34,2012-01-24 10:34:14.941000+01:00,203501,6000,7.0,10,1,3,0,0
194685,11002.0,COMPLETE,Create loan offer,2012-01-26 19:41:35,2012-01-24 10:34:14.941000+01:00,203501,6000,7.0,10,1,3,0,0
194686,11002.0,COMPLETE,Sent loan offer to client,2012-01-26 19:41:35,2012-01-24 10:34:14.941000+01:00,203501,6000,7.0,10,1,3,0,0
194696,11049.0,COMPLETE,Receive documents from client,2012-01-31 10:08:19,2012-01-24 10:34:14.941000+01:00,203501,6000,7.0,10,1,3,0,0
194712,10609.0,COMPLETE,Approve loan request,2012-02-01 08:03:39,2012-01-24 10:34:14.941000+01:00,203501,6000,7.0,10,1,3,0,0
194897,11169.0,COMPLETE,Loan requested,2012-01-24 11:58:50,2012-01-24 11:50:10.929000+01:00,203531,25000,7.0,5,0,3,0,0
194899,11169.0,COMPLETE,Create loan offer,2012-01-24 11:58:52,2012-01-24 11:50:10.929000+01:00,203531,25000,7.0,5,0,3,0,0
194900,11169.0,COMPLETE,Sent loan offer to client,2012-01-24 11:58:52,2012-01-24 11:50:10.929000+01:00,203531,25000,7.0,5,0,3,0,0
194906,11259.0,COMPLETE,Receive documents from client,2012-01-27 09:56:43,2012-01-24 11:50:10.929000+01:00,203531,25000,7.0,5,0,3,0,0
194913,10138.0,COMPLETE,Approve loan request,2012-02-01 11:14:49,2012-01-24 11:50:10.929000+01:00,203531,25000,7.0,5,0,3,0,0
194981,10609.0,COMPLETE,Loan requested,2012-01-24 12:04:26,2012-01-24 12:00:21.212000+01:00,203537,10000,7.0,10,1,2,0,1
194982,10609.0,COMPLETE,Create loan offer,2012-01-24 12:04:27,2012-01-24 12:00:21.212000+01:00,203537,10000,7.0,10,1,2,0,1
194983,10609.0,COMPLETE,Sent loan offer to client,2012-01-24 12:04:27,2012-01-24 12:00:21.212000+01:00,203537,10000,7.0,10,1,2,0,1
194987,10609.0,COMPLETE,Receive documents from client,2012-01-24 12:08:13,2012-01-24 12:00:21.212000+01:00,203537,10000,7.0,10,1,2,0,1
194991,10609.0,COMPLETE,Cancel loan request,2012-01-24 12:17:25,2012-01-24 12:00:21.212000+01:00,203537,10000,7.0,10,1,2,0,1
194992,10609.0,COMPLETE,Loan requested,2012-01-24 12:17:25,2012-01-24 12:00:21.212000+01:00,203537,10000,7.0,10,1,2,0,1
194993,10609.0,COMPLETE,Create loan offer,2012-01-24 12:17:27,2012-01-24 12:00:21.212000+01:00,203537,10000,7.0,10,1,2,0,1
194994,10609.0,COMPLETE,Sent loan offer to client,2012-01-24 12:17:27,2012-01-24 12:00:21.212000+01:00,203537,10000,7.0,10,1,2,0,1
195008,11049.0,COMPLETE,Receive documents from client,2012-01-31 11:12:25,2012-01-24 12:00:21.212000+01:00,203537,10000,7.0,10,1,2,0,1
195014,10609.0,COMPLETE,Approve loan request,2012-01-31 12:53:20,2012-01-24 12:00:21.212000+01:00,203537,10000,7.0,10,1,2,0,1
195028,10932.0,COMPLETE,Loan requested,2012-01-24 15:06:35,2012-01-24 12:12:45.514000+01:00,203543,6000,16.0,5,0,3,0,0
195030,10932.0,COMPLETE,Create loan offer,2012-01-24 15:06:37,2012-01-24 12:12:45.514000+01:00,203543,6000,16.0,5,0,3,0,0
195031,10932.0,COMPLETE,Sent loan offer to client,2012-01-24 15:06:37,2012-01-24 12:12:45.514000+01:00,203543,6000,16.0,5,0,3,0,0
195037,11259.0,COMPLETE,Receive documents from client,2012-02-03 14:52:27,2012-01-24 12:12:45.514000+01:00,203543,6000,16.0,5,0,3,0,0
195050,10609.0,COMPLETE,Approve loan request,2012-02-09 17:39:16,2012-01-24 12:12:45.514000+01:00,203543,6000,16.0,5,0,3,0,0
195171,10910.0,COMPLETE,Loan requested,2012-01-24 20:12:21,2012-01-24 15:10:31.044000+01:00,203585,15000,12.0,9,1,3,0,0
195172,10910.0,COMPLETE,Create loan offer,2012-01-24 20:12:22,2012-01-24 15:10:31.044000+01:00,203585,15000,12.0,9,1,3,0,0
195173,10910.0,COMPLETE,Sent loan offer to client,2012-01-24 20:12:22,2012-01-24 15:10:31.044000+01:00,203585,15000,12.0,9,1,3,0,0
195179,10910.0,COMPLETE,Cancel loan request,2012-01-24 20:14:41,2012-01-24 15:10:31.044000+01:00,203585,15000,12.0,9,1,3,0,0
195180,10910.0,COMPLETE,Loan requested,2012-01-24 20:14:41,2012-01-24 15:10:31.044000+01:00,203585,15000,12.0,9,1,3,0,0
195181,10910.0,COMPLETE,Create loan offer,2012-01-24 20:14:43,2012-01-24 15:10:31.044000+01:00,203585,15000,12.0,9,1,3,0,0
195182,10910.0,COMPLETE,Sent loan offer to client,2012-01-24 20:14:43,2012-01-24 15:10:31.044000+01:00,203585,15000,12.0,9,1,3,0,0
195188,11259.0,COMPLETE,Receive documents from client,2012-01-31 16:35:48,2012-01-24 15:10:31.044000+01:00,203585,15000,12.0,9,1,3,0,0
195192,10972.0,COMPLETE,Approve loan request,2012-02-06 12:39:44,2012-01-24 15:10:31.044000+01:00,203585,15000,12.0,9,1,3,0,0
195213,11202.0,COMPLETE,Loan requested,2012-01-24 19:10:31,2012-01-24 15:30:15.607000+01:00,203594,25000,17.0,5,0,3,0,0
195214,11202.0,COMPLETE,Create loan offer,2012-01-24 19:10:32,2012-01-24 15:30:15.607000+01:00,203594,25000,17.0,5,0,3,0,0
195215,11202.0,COMPLETE,Sent loan offer to client,2012-01-24 19:10:32,2012-01-24 15:30:15.607000+01:00,203594,25000,17.0,5,0,3,0,0
195225,10899.0,COMPLETE,Receive documents from client,2012-02-09 12:04:23,2012-01-24 15:30:15.607000+01:00,203594,25000,17.0,5,0,3,0,0
195232,10972.0,COMPLETE,Approve loan request,2012-02-10 19:44:15,2012-01-24 15:30:15.607000+01:00,203594,25000,17.0,5,0,3,0,0
195332,10913.0,COMPLETE,Loan requested,2012-01-24 18:55:49,2012-01-24 16:46:19.407000+01:00,203624,45000,6.0,5,0,3,0,0
195333,10913.0,COMPLETE,Create loan offer,2012-01-24 18:55:51,2012-01-24 16:46:19.407000+01:00,203624,45000,6.0,5,0,3,0,0
195334,10913.0,COMPLETE,Sent loan offer to client,2012-01-24 18:55:51,2012-01-24 16:46:19.407000+01:00,203624,45000,6.0,5,0,3,0,0
195338,10899.0,COMPLETE,Receive documents from client,2012-01-30 12:57:44,2012-01-24 16:46:19.407000+01:00,203624,45000,6.0,5,0,3,0,0
195350,10138.0,COMPLETE,Approve loan request,2012-01-31 13:45:57,2012-01-24 16:46:19.407000+01:00,203624,45000,6.0,5,0,3,0,0
195470,10913.0,COMPLETE,Loan requested,2012-01-24 19:16:30,2012-01-24 17:05:34.415000+01:00,203642,27000,16.0,5,0,3,0,0
195471,10913.0,COMPLETE,Create loan offer,2012-01-24 19:16:31,2012-01-24 17:05:34.415000+01:00,203642,27000,16.0,5,0,3,0,0
195472,10913.0,COMPLETE,Sent loan offer to client,2012-01-24 19:16:31,2012-01-24 17:05:34.415000+01:00,203642,27000,16.0,5,0,3,0,0
195478,11259.0,COMPLETE,Receive documents from client,2012-02-02 10:03:14,2012-01-24 17:05:34.415000+01:00,203642,27000,16.0,5,0,3,0,0
195499,10972.0,COMPLETE,Approve loan request,2012-02-10 17:46:14,2012-01-24 17:05:34.415000+01:00,203642,27000,16.0,5,0,3,0,0
195703,10889.0,COMPLETE,Loan requested,2012-01-24 20:45:29,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195705,10889.0,COMPLETE,Create loan offer,2012-01-24 20:45:31,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195706,10889.0,COMPLETE,Sent loan offer to client,2012-01-24 20:45:31,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195710,10889.0,COMPLETE,Cancel loan request,2012-01-24 20:49:23,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195711,10889.0,COMPLETE,Loan requested,2012-01-24 20:49:23,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195712,10889.0,COMPLETE,Create loan offer,2012-01-24 20:49:24,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195713,10889.0,COMPLETE,Sent loan offer to client,2012-01-24 20:49:24,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195719,10932.0,COMPLETE,Loan requested,2012-01-27 10:59:39,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195720,10932.0,COMPLETE,Cancel loan request,2012-01-27 10:59:39,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195721,10932.0,COMPLETE,Create loan offer,2012-01-27 10:59:41,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195722,10932.0,COMPLETE,Sent loan offer to client,2012-01-27 10:59:41,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195730,11259.0,COMPLETE,Receive documents from client,2012-01-31 16:34:39,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195743,10629.0,COMPLETE,Loan requested,2012-02-01 12:12:59,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195744,10629.0,COMPLETE,Cancel loan request,2012-02-01 12:12:59,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195745,10629.0,COMPLETE,Create loan offer,2012-02-01 12:13:01,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195746,10629.0,COMPLETE,Sent loan offer to client,2012-02-01 12:13:01,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195750,10629.0,COMPLETE,Approve loan request,2012-02-01 12:14:21,2012-01-24 18:21:53.690000+01:00,203672,17000,7.0,17,3,4,0,1
195815,11202.0,COMPLETE,Loan requested,2012-01-24 21:01:12,2012-01-24 18:59:53.205000+01:00,203699,15000,19.0,5,0,3,0,0
195817,11202.0,COMPLETE,Create loan offer,2012-01-24 21:01:13,2012-01-24 18:59:53.205000+01:00,203699,15000,19.0,5,0,3,0,0
195818,11202.0,COMPLETE,Sent loan offer to client,2012-01-24 21:01:13,2012-01-24 18:59:53.205000+01:00,203699,15000,19.0,5,0,3,0,0
195824,11259.0,COMPLETE,Receive documents from client,2012-02-02 13:16:54,2012-01-24 18:59:53.205000+01:00,203699,15000,19.0,5,0,3,0,0
195853,10138.0,COMPLETE,Approve loan request,2012-02-13 09:06:46,2012-01-24 18:59:53.205000+01:00,203699,15000,19.0,5,0,3,0,0
195862,11202.0,COMPLETE,Loan requested,2012-01-24 19:54:34,2012-01-24 19:16:21.898000+01:00,203702,10500,12.0,5,0,3,0,0
195863,11202.0,COMPLETE,Create loan offer,2012-01-24 19:54:35,2012-01-24 19:16:21.898000+01:00,203702,10500,12.0,5,0,3,0,0
195864,11202.0,COMPLETE,Sent loan offer to client,2012-01-24 19:54:35,2012-01-24 19:16:21.898000+01:00,203702,10500,12.0,5,0,3,0,0
195868,11049.0,COMPLETE,Receive documents from client,2012-01-31 12:33:16,2012-01-24 19:16:21.898000+01:00,203702,10500,12.0,5,0,3,0,0
195873,10629.0,COMPLETE,Approve loan request,2012-02-06 14:54:05,2012-01-24 19:16:21.898000+01:00,203702,10500,12.0,5,0,3,0,0
195911,11203.0,COMPLETE,Loan requested,2012-01-28 11:02:42,2012-01-24 19:27:07.191000+01:00,203711,7000,38.0,9,1,3,0,0
195912,11203.0,COMPLETE,Create loan offer,2012-01-28 11:02:48,2012-01-24 19:27:07.191000+01:00,203711,7000,38.0,9,1,3,0,0
195913,11203.0,COMPLETE,Sent loan offer to client,2012-01-28 11:02:48,2012-01-24 19:27:07.191000+01:00,203711,7000,38.0,9,1,3,0,0
195929,10982.0,COMPLETE,Cancel loan request,2012-02-27 20:58:58,2012-01-24 19:27:07.191000+01:00,203711,7000,38.0,9,1,3,0,0
195930,10982.0,COMPLETE,Loan requested,2012-02-27 20:58:58,2012-01-24 19:27:07.191000+01:00,203711,7000,38.0,9,1,3,0,0
195931,10982.0,COMPLETE,Create loan offer,2012-02-27 20:59:01,2012-01-24 19:27:07.191000+01:00,203711,7000,38.0,9,1,3,0,0
195932,10982.0,COMPLETE,Sent loan offer to client,2012-02-27 20:59:01,2012-01-24 19:27:07.191000+01:00,203711,7000,38.0,9,1,3,0,0
195938,10609.0,COMPLETE,Receive documents from client,2012-03-06 07:52:55,2012-01-24 19:27:07.191000+01:00,203711,7000,38.0,9,1,3,0,0
195953,10609.0,COMPLETE,Approve loan request,2012-03-07 08:12:26,2012-01-24 19:27:07.191000+01:00,203711,7000,38.0,9,1,3,0,0
195969,11122.0,COMPLETE,Loan requested,2012-01-24 20:52:44,2012-01-24 20:13:38.140000+01:00,203717,40000,19.0,5,0,3,0,0
195971,11122.0,COMPLETE,Create loan offer,2012-01-24 20:52:46,2012-01-24 20:13:38.140000+01:00,203717,40000,19.0,5,0,3,0,0
195972,11122.0,COMPLETE,Sent loan offer to client,2012-01-24 20:52:46,2012-01-24 20:13:38.140000+01:00,203717,40000,19.0,5,0,3,0,0
195986,11259.0,COMPLETE,Receive documents from client,2012-02-02 10:35:46,2012-01-24 20:13:38.140000+01:00,203717,40000,19.0,5,0,3,0,0
196001,10972.0,COMPLETE,Approve loan request,2012-02-13 12:35:16,2012-01-24 20:13:38.140000+01:00,203717,40000,19.0,5,0,3,0,0
196018,11119.0,COMPLETE,Loan requested,2012-01-25 18:31:13,2012-01-24 21:00:22.296000+01:00,203720,5000,20.0,9,1,3,0,0
196020,11119.0,COMPLETE,Create loan offer,2012-01-25 18:31:14,2012-01-24 21:00:22.296000+01:00,203720,5000,20.0,9,1,3,0,0
196021,11119.0,COMPLETE,Sent loan offer to client,2012-01-25 18:31:14,2012-01-24 21:00:22.296000+01:00,203720,5000,20.0,9,1,3,0,0
196025,11119.0,COMPLETE,Loan requested,2012-01-25 18:32:49,2012-01-24 21:00:22.296000+01:00,203720,5000,20.0,9,1,3,0,0
196026,11119.0,COMPLETE,Cancel loan request,2012-01-25 18:32:49,2012-01-24 21:00:22.296000+01:00,203720,5000,20.0,9,1,3,0,0
196027,11119.0,COMPLETE,Create loan offer,2012-01-25 18:32:50,2012-01-24 21:00:22.296000+01:00,203720,5000,20.0,9,1,3,0,0
196028,11119.0,COMPLETE,Sent loan offer to client,2012-01-25 18:32:50,2012-01-24 21:00:22.296000+01:00,203720,5000,20.0,9,1,3,0,0
196038,11259.0,COMPLETE,Receive documents from client,2012-02-06 11:22:53,2012-01-24 21:00:22.296000+01:00,203720,5000,20.0,9,1,3,0,0
196062,10138.0,COMPLETE,Approve loan request,2012-02-15 08:34:22,2012-01-24 21:00:22.296000+01:00,203720,5000,20.0,9,1,3,0,0
196092,11122.0,COMPLETE,Loan requested,2012-01-25 18:03:01,2012-01-24 21:13:43.436000+01:00,203726,25000,18.0,5,0,3,0,0
196094,11122.0,COMPLETE,Create loan offer,2012-01-25 18:03:02,2012-01-24 21:13:43.436000+01:00,203726,25000,18.0,5,0,3,0,0
196095,11122.0,COMPLETE,Sent loan offer to client,2012-01-25 18:03:02,2012-01-24 21:13:43.436000+01:00,203726,25000,18.0,5,0,3,0,0
196107,10789.0,COMPLETE,Receive documents from client,2012-02-10 11:12:51,2012-01-24 21:13:43.436000+01:00,203726,25000,18.0,5,0,3,0,0
196112,10138.0,COMPLETE,Approve loan request,2012-02-13 09:54:11,2012-01-24 21:13:43.436000+01:00,203726,25000,18.0,5,0,3,0,0
196217,10861.0,COMPLETE,Loan requested,2012-01-25 10:01:25,2012-01-24 21:48:25.935000+01:00,203741,5000,20.0,5,0,3,0,0
196218,10861.0,COMPLETE,Create loan offer,2012-01-25 10:01:27,2012-01-24 21:48:25.935000+01:00,203741,5000,20.0,5,0,3,0,0
196219,10861.0,COMPLETE,Sent loan offer to client,2012-01-25 10:01:27,2012-01-24 21:48:25.935000+01:00,203741,5000,20.0,5,0,3,0,0
196227,10899.0,COMPLETE,Receive documents from client,2012-02-10 11:19:29,2012-01-24 21:48:25.935000+01:00,203741,5000,20.0,5,0,3,0,0
196246,10609.0,COMPLETE,Approve loan request,2012-02-14 12:40:39,2012-01-24 21:48:25.935000+01:00,203741,5000,20.0,5,0,3,0,0
196553,10982.0,COMPLETE,Loan requested,2012-01-25 12:43:07,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196555,10982.0,COMPLETE,Create loan offer,2012-01-25 12:43:08,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196556,10982.0,COMPLETE,Sent loan offer to client,2012-01-25 12:43:09,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196560,10982.0,COMPLETE,Loan requested,2012-01-25 12:43:55,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196561,10982.0,COMPLETE,Cancel loan request,2012-01-25 12:43:55,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196562,10982.0,COMPLETE,Create loan offer,2012-01-25 12:43:57,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196563,10982.0,COMPLETE,Sent loan offer to client,2012-01-25 12:43:57,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196569,11259.0,COMPLETE,Receive documents from client,2012-01-31 16:29:51,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196585,10629.0,COMPLETE,Cancel loan request,2012-02-07 09:31:45,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196586,10629.0,COMPLETE,Loan requested,2012-02-07 09:31:45,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196587,10629.0,COMPLETE,Create loan offer,2012-02-07 09:31:46,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196588,10629.0,COMPLETE,Sent loan offer to client,2012-02-07 09:31:46,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196592,10629.0,COMPLETE,Approve loan request,2012-02-07 09:33:41,2012-01-25 07:33:14.423000+01:00,203799,14000,12.0,13,2,3,0,1
196604,11169.0,COMPLETE,Loan requested,2012-01-25 11:53:48,2012-01-25 09:20:10.811000+01:00,203802,32000,41.0,5,0,3,0,0
196605,11169.0,COMPLETE,Create loan offer,2012-01-25 11:53:48,2012-01-25 09:20:10.811000+01:00,203802,32000,41.0,5,0,3,0,0
196606,11169.0,COMPLETE,Sent loan offer to client,2012-01-25 11:53:48,2012-01-25 09:20:10.811000+01:00,203802,32000,41.0,5,0,3,0,0
196614,10789.0,COMPLETE,Receive documents from client,2012-02-03 11:20:31,2012-01-25 09:20:10.811000+01:00,203802,32000,41.0,5,0,3,0,0
196647,10972.0,COMPLETE,Approve loan request,2012-03-06 16:53:26,2012-01-25 09:20:10.811000+01:00,203802,32000,41.0,5,0,3,0,0
196729,11000.0,COMPLETE,Loan requested,2012-01-25 10:10:09,2012-01-25 09:58:08.929000+01:00,203820,32000,6.0,5,0,3,0,0
196730,11000.0,COMPLETE,Create loan offer,2012-01-25 10:10:10,2012-01-25 09:58:08.929000+01:00,203820,32000,6.0,5,0,3,0,0
196731,11000.0,COMPLETE,Sent loan offer to client,2012-01-25 10:10:10,2012-01-25 09:58:08.929000+01:00,203820,32000,6.0,5,0,3,0,0
196745,11049.0,COMPLETE,Receive documents from client,2012-01-31 12:16:49,2012-01-25 09:58:08.929000+01:00,203820,32000,6.0,5,0,3,0,0
196753,10629.0,COMPLETE,Approve loan request,2012-01-31 14:42:22,2012-01-25 09:58:08.929000+01:00,203820,32000,6.0,5,0,3,0,0
196768,11000.0,COMPLETE,Loan requested,2012-01-25 11:05:57,2012-01-25 10:10:51.417000+01:00,203823,7500,13.0,5,0,3,0,0
196770,11000.0,COMPLETE,Create loan offer,2012-01-25 11:05:58,2012-01-25 10:10:51.417000+01:00,203823,7500,13.0,5,0,3,0,0
196771,11000.0,COMPLETE,Sent loan offer to client,2012-01-25 11:05:58,2012-01-25 10:10:51.417000+01:00,203823,7500,13.0,5,0,3,0,0
196779,10899.0,COMPLETE,Receive documents from client,2012-02-02 14:06:05,2012-01-25 10:10:51.417000+01:00,203823,7500,13.0,5,0,3,0,0
196785,10609.0,COMPLETE,Approve loan request,2012-02-08 10:47:26,2012-01-25 10:10:51.417000+01:00,203823,7500,13.0,5,0,3,0,0
196846,11000.0,COMPLETE,Loan requested,2012-01-25 12:26:34,2012-01-25 10:54:04.027000+01:00,203832,27000,9.0,9,1,3,0,0
196847,11000.0,COMPLETE,Create loan offer,2012-01-25 12:26:36,2012-01-25 10:54:04.027000+01:00,203832,27000,9.0,9,1,3,0,0
196848,11000.0,COMPLETE,Sent loan offer to client,2012-01-25 12:26:36,2012-01-25 10:54:04.027000+01:00,203832,27000,9.0,9,1,3,0,0
196852,11000.0,COMPLETE,Cancel loan request,2012-01-25 12:32:21,2012-01-25 10:54:04.027000+01:00,203832,27000,9.0,9,1,3,0,0
196853,11000.0,COMPLETE,Loan requested,2012-01-25 12:32:21,2012-01-25 10:54:04.027000+01:00,203832,27000,9.0,9,1,3,0,0
196854,11000.0,COMPLETE,Create loan offer,2012-01-25 12:32:23,2012-01-25 10:54:04.027000+01:00,203832,27000,9.0,9,1,3,0,0
196855,11000.0,COMPLETE,Sent loan offer to client,2012-01-25 12:32:23,2012-01-25 10:54:04.027000+01:00,203832,27000,9.0,9,1,3,0,0
196861,11049.0,COMPLETE,Receive documents from client,2012-01-31 12:17:57,2012-01-25 10:54:04.027000+01:00,203832,27000,9.0,9,1,3,0,0
196866,10972.0,COMPLETE,Approve loan request,2012-02-03 14:24:21,2012-01-25 10:54:04.027000+01:00,203832,27000,9.0,9,1,3,0,0
196876,11121.0,COMPLETE,Loan requested,2012-01-25 12:16:28,2012-01-25 11:01:19.001000+01:00,203835,35000,21.0,5,0,3,0,0
196878,11121.0,COMPLETE,Create loan offer,2012-01-25 12:16:29,2012-01-25 11:01:19.001000+01:00,203835,35000,21.0,5,0,3,0,0
196879,11121.0,COMPLETE,Sent loan offer to client,2012-01-25 12:16:29,2012-01-25 11:01:19.001000+01:00,203835,35000,21.0,5,0,3,0,0
